Label,Field Type,Options/Other Details,Sub Category,Category,Unique ID,Description,Is Required,Is Hidden
Area Affected,Multi-select Checkbox,Main studio | Second studio | Bathrooms | Changing rooms | Reception | Entire facility | Other,Air Quality,Health & Safety,HS_AIR_002,Where is air quality poor,Yes,No
Time of Day,Text,"e.g., ""Morning classes"" or ""All day""",Air Quality,Health & Safety,HS_AIR_003,When is issue most noticeable,No,No
Client Complaints Received,Radio Button,Yes / No,Air Quality,Health & Safety,HS_AIR_004,Have clients reported this,Yes,No
Number of Complaints,Number,How many clients mentioned it,Air Quality,Health & Safety,HS_AIR_005,Volume of complaints,No,No
HVAC System Status,Dropdown,Working normally | Not working | Partially working | Unknown,Air Quality,Health & Safety,HS_AIR_006,Status of ventilation system,Yes,No
Temperature Reading,Number,In degrees Celsius,Air Quality,Health & Safety,HS_AIR_007,Actual temperature if relevant,No,No
Health Impact Observed,Multi-select Checkbox,None | Difficulty breathing | Headaches | Nausea | Eye irritation | Skin irritation | Other,Air Quality,Health & Safety,HS_AIR_008,Physical symptoms reported,No,No
Immediate Action Taken,Long Text,Free text description,Air Quality,Health & Safety,HS_AIR_009,Steps taken to improve air quality,No,No
Clique Behavior Observed,Multi-select Checkbox,Regular members excluding new clients | Reserved spots/areas | Unwelcoming body language | Private conversations excluding others | Trainer showing favoritism | Group monopolizing equipment | Other,Clique Behavior,Community & Culture,CC_CLQ_001,What exclusionary behavior occurred,Yes,No
Location/Time of Observation,Text,"e.g., ""7 AM classes at Kemps Corner""",Clique Behavior,Community & Culture,CC_CLQ_002,When/where did this happen,Yes,No
Trainer Name (if applicable),Dropdown,"All trainers + ""Not applicable""",Clique Behavior,Community & Culture,CC_CLQ_003,Was trainer involved or aware,No,No
Specific Members Involved,Text,Names if known (confidential),Clique Behavior,Community & Culture,CC_CLQ_004,Who exhibited clique behavior,No,No
Client Who Felt Excluded,Text,Name of affected client,Clique Behavior,Community & Culture,CC_CLQ_005,Who reported feeling unwelcome,No,No
New Client Impact,Radio Button,Yes - new client affected / No - general observation,Clique Behavior,Community & Culture,CC_CLQ_006,Did this impact a new member,Yes,No
Observed Behavior Details,Long Text,Free text description of incident,Clique Behavior,Community & Culture,CC_CLQ_007,Detailed description of what happened,Yes,No
Action Taken at Time,Long Text,Free text description,Clique Behavior,Community & Culture,CC_CLQ_008,What was done to address immediately,No,No
Type of Discrimination,Multi-select Checkbox,Body type/size | Fitness level | Age | Gender | Appearance | Ability/disability | Socioeconomic status | Other,Discrimination,Community & Culture,CC_DIS_001,Basis of discriminatory behavior,Yes,No
Source of Discrimination,Radio Button,Trainer | Staff member | Other client | Multiple sources,Discrimination,Community & Culture,CC_DIS_002,Who exhibited discriminatory behavior,Yes,No
Trainer/Staff Name,Dropdown,"All trainers + all associates + ""Other client""",Discrimination,Community & Culture,CC_DIS_003,Name of person involved,No,No
Specific Incident Description,Long Text,Free text - detailed account,Discrimination,Community & Culture,CC_DIS_004,What exactly happened,Yes,No
Verbal or Non-Verbal,Multi-select Checkbox,Verbal comments | Body language | Exclusionary actions | Differential treatment | Other,Discrimination,Community & Culture,CC_DIS_005,How was discrimination expressed,Yes,No
Witness Present,Radio Button,Yes / No,Discrimination,Community & Culture,CC_DIS_006,Were there witnesses,Yes,No
Witness Names,Text,Names of witnesses,Discrimination,Community & Culture,CC_DIS_007,Who else observed this,No,No
Client Impact,Dropdown,Client upset but continuing | Client considering leaving | Client left immediately | Client requested refund | Other,Discrimination,Community & Culture,CC_DIS_008,How did this affect the client,Yes,No
Immediate Action Taken,Long Text,Free text description,Discrimination,Community & Culture,CC_DIS_009,What was done immediately,Yes,No
Follow-up Required,Radio Button,Yes / No,Discrimination,Community & Culture,CC_DIS_010,Does this need escalation,Yes,No
Disruptive Behavior Type,Multi-select Checkbox,Loud talking during class | Phone usage during class | Late arrival disruption | Early departure disruption | Arguing with staff | Inappropriate conduct | Equipment hogging | Not following studio rules | Other,Member Behavior,Community & Culture,CC_MEM_001,What disruptive behavior occurred,Yes,No
Member Name,Text,Name of disruptive member,Member Behavior,Community & Culture,CC_MEM_002,Who exhibited the behavior,Yes,No
Member Phone/Email,Text,Contact information,Member Behavior,Community & Culture,CC_MEM_003,Member contact details,No,No
Class Type,Dropdown,All class types,Member Behavior,Community & Culture,CC_MEM_004,Which class was affected,No,No
Trainer Name,Dropdown,All trainers,Member Behavior,Community & Culture,CC_MEM_005,Trainer who was present,No,No
Frequency of Behavior,Dropdown,First time | Occasional (2-3 times) | Frequent (repeated issue) | Ongoing pattern,Member Behavior,Community & Culture,CC_MEM_006,Is this a recurring problem,Yes,No
Other Clients Impacted,Radio Button,Yes / No,Member Behavior,Community & Culture,CC_MEM_007,Did this disturb other members,Yes,No
Incident Description,Long Text,Free text detailed account,Member Behavior,Community & Culture,CC_MEM_008,Full description of what happened,Yes,No
Trainer Addressed Behavior,Radio Button,Yes / No / Trainer not aware,Member Behavior,Community & Culture,CC_MEM_009,Did trainer intervene,Yes,No
Member Response,Dropdown,Apologetic/cooperative | Defensive | Refused to comply | Argumentative | Left class | Other,Member Behavior,Community & Culture,CC_MEM_010,How did member react when addressed,No,No
Warning Issued,Radio Button,Yes / No,Member Behavior,Community & Culture,CC_MEM_011,Was member given formal warning,No,No
Inclusivity Concern,Multi-select Checkbox,Not welcoming to beginners | Lack of body positivity | Judgmental atmosphere | Language/terminology issues | Lack of modifications offered | Assumptions about abilities | Lack of diverse representation | Other,Inclusivity Issues,Community & Culture,CC_INC_001,What inclusivity issue was observed,Yes,No
Source of Issue,Radio Button,Trainer behavior | Staff behavior | Studio messaging/materials | Other clients | General environment | Multiple sources,Inclusivity Issues,Community & Culture,CC_INC_002,Where does issue originate,Yes,No
Trainer Name (if applicable),Dropdown,"All trainers + ""Not applicable""",Inclusivity Issues,Community & Culture,CC_INC_003,Trainer involved if relevant,No,No
Specific Incident/Observation,Long Text,Free text detailed description,Inclusivity Issues,Community & Culture,CC_INC_004,What specifically happened,Yes,No
Client Affected,Text,Name of client who felt excluded,Inclusivity Issues,Community & Culture,CC_INC_005,Who experienced this issue,No,No
Client Feedback Verbatim,Long Text,Direct quote from client if available,Inclusivity Issues,Community & Culture,CC_INC_006,What did client say,No,No
Impact on Client,Dropdown,Minor discomfort | Client upset | Client considering leaving | Client left/requested refund | Other,Inclusivity Issues,Community & Culture,CC_INC_007,Severity of impact,Yes,No
Pattern or Isolated,Radio Button,Isolated incident | Pattern observed | Multiple reports received,Inclusivity Issues,Community & Culture,CC_INC_008,Is this a one-time or recurring issue,Yes,No
Event Name,Text,Name of community event,Community Events,Community & Culture,CC_EVT_001,Which event had issues,Yes,No
Event Date,Date,Date of event,Community Events,Community & Culture,CC_EVT_002,When was the event,Yes,No
Issue Type,Multi-select Checkbox,Poor organization | Low attendance | Lack of engagement | Technical problems | Venue issues | Poor communication | Event not inclusive | Not aligned with brand | Other,Community Events,Community & Culture,CC_EVT_003,What went wrong,Yes,No
Attendance,Number,How many people attended,Community Events,Community & Culture,CC_EVT_004,Actual turnout,No,No
Expected Attendance,Number,Projected attendance,Community Events,Community & Culture,CC_EVT_005,How many were expected,No,No
Detailed Description,Long Text,Free text account of issues,Community Events,Community & Culture,CC_EVT_006,Full description of problems,Yes,No
Client Feedback Received,Radio Button,Yes / No,Community Events,Community & Culture,CC_EVT_007,Did clients complain,Yes,No
Feedback Summary,Long Text,Summary of client feedback,Community Events,Community & Culture,CC_EVT_008,What did clients say,No,No
Organizer/Responsible Party,Text,Name of staff member who organized,Community Events,Community & Culture,CC_EVT_009,Who was in charge,No,No
Cultural Issue Type,Multi-select Checkbox,Toxic environment | Comparison culture | Lack of support | Competitive rather than collaborative | Pressure to purchase/upgrade | Emphasis on appearance over wellness | Body shaming language | Other,Studio Culture,Community & Culture,CC_CUL_001,What cultural problem exists,Yes,No
Where Issue Manifests,Multi-select Checkbox,In classes | Social media | Front desk interactions | Marketing materials | Trainer communications | Member interactions | Studio-wide | Other,Studio Culture,Community & Culture,CC_CUL_002,Where is this issue observed,Yes,No
Trainer/Staff Contributing,Text,Names if specific people contribute,Studio Culture,Community & Culture,CC_CUL_003,Are specific staff perpetuating this,No,No
Specific Examples/Incidents,Long Text,Detailed description with examples,Studio Culture,Community & Culture,CC_CUL_004,What are concrete examples,Yes,No
Client Feedback/Complaints,Long Text,Summary of client concerns,Studio Culture,Community & Culture,CC_CUL_005,What have clients said,No,No
Number of Clients Affected,Dropdown,Single client | Few clients (2-5) | Multiple clients (6-10) | Many clients (10+) | Widespread concern,Studio Culture,Community & Culture,CC_CUL_006,How widespread is the concern,Yes,No
Impact on Business,Dropdown,No visible impact | Clients expressing concern | Clients reducing visits | Clients leaving | Negative reviews/word of mouth | Other,Studio Culture,Community & Culture,CC_CUL_007,Business implications,Yes,No
Duration of Issue,Dropdown,New concern | Noticed in past month | Ongoing for several months | Long-term pattern,Studio Culture,Community & Culture,CC_CUL_008,How long has this existed,Yes,No
Product Name/Type,Text,Name and type of product,Product Quality,Retail & Merchandise,RM_QUA_001,Which product has quality issues,Yes,No
Product Category,Dropdown,Apparel | Accessories | Equipment | Supplements/Wellness | Gift items | Other,Product Quality,Retail & Merchandise,RM_QUA_002,Type of product,Yes,No
Quality Issue,Multi-select Checkbox,Defective/broken | Poor material quality | Sizing issues | Color/design defect | Stitching/construction problems | Not as described | Damaged in transit | Other,Product Quality,Retail & Merchandise,RM_QUA_003,What is wrong with,,
Product Requested,Text,Name of product,Product Availability,Retail & Merchandise,RM_AVL_001,What product is unavailable,Yes,No
Product Category,Dropdown,Apparel | Accessories | Equipment | Supplements/Wellness | Gift items | Other,Product Availability,Retail & Merchandise,RM_AVL_002,Type of product,Yes,No
Availability Issue,Multi-select Checkbox,Out of stock | Size unavailable | Color/variant unavailable | Limited selection | Discontinued | Never stocked | Other,Product Availability,Retail & Merchandise,RM_AVL_003,Why is product unavailable,Yes,No
Size/Variant Needed,Text,"Specific size, color, or variant",Product Availability,Retail & Merchandise,RM_AVL_004,What specifically is needed,No,No
Client Wait Time,Dropdown,Willing to wait | Wants notification when available | Needs immediately | Already waited too long | Other,Product Availability,Retail & Merchandise,RM_AVL_005,Client's urgency,No,No
Frequency of Request,Dropdown,First time asking | Asked before | Multiple clients requesting | High demand item,Product Availability,Retail & Merchandise,RM_AVL_006,How often is this requested,Yes,No
Alternative Offered,Radio Button,Yes / No,Product Availability,Retail & Merchandise,RM_AVL_007,Was alternative suggested,Yes,No
Alternative Accepted,Radio Button,Yes / No / N/A,Product Availability,Retail & Merchandise,RM_AVL_008,Did client accept alternative,No,No
Stock Request Submitted,Radio Button,Yes / No,Product Availability,Retail & Merchandise,RM_AVL_009,Was restock request made,No,No
Product/Service Name,Text,What is being questioned,Pricing,Retail & Merchandise,RM_PRC_001,Product or service with pricing issue,Yes,No
Pricing Issue,Multi-select Checkbox,Too expensive | No value for money | Price increased without notice | Hidden charges/fees | Price different than displayed | Competitor pricing lower | Other,Pricing,Retail & Merchandise,RM_PRC_002,What is the pricing concern,Yes,No
Listed Price,Number,Price shown/advertised,Pricing,Retail & Merchandise,RM_PRC_003,What was the advertised price,No,No
Charged Price,Number,Actual price charged,Pricing,Retail & Merchandise,RM_PRC_004,What client was charged,No,No
Discrepancy Details,Long Text,Explanation of price difference,Pricing,Retail & Merchandise,RM_PRC_005,Why prices don't match,No,No
Client Expectation,Long Text,What client thought price would be,Pricing,Retail & Merchandise,RM_PRC_006,Client's pricing expectation,Yes,No
Competitor Comparison,Text,Pricing at other studios if mentioned,Pricing,Retail & Merchandise,RM_PRC_007,Competitor pricing reference,No,No
Resolution Offered,Long Text,What was offered to resolve,Pricing,Retail & Merchandise,RM_PRC_008,How was issue addressed,No,No
Client Satisfied with Resolution,Radio Button,Yes / No / Partially,Pricing,Retail & Merchandise,RM_PRC_009,Was client happy with outcome,No,No
Product Name,Text,Name of product to return/exchange,Return/Exchange,Retail & Merchandise,RM_RET_001,What product is being returned,Yes,No
Purchase Date,Date,When was product purchased,Return/Exchange,Retail & Merchandise,RM_RET_002,Original purchase date,Yes,No
Receipt Available,Radio Button,Yes / No,Return/Exchange,Retail & Merchandise,RM_RET_003,Does client have receipt,Yes,No
Receipt/Invoice Number,Text,Transaction reference,Return/Exchange,Retail & Merchandise,RM_RET_004,Receipt identifier,No,No
Reason for Return,Multi-select Checkbox,Defective product | Wrong size | Wrong item | Changed mind | Quality issues | Not as expected | Gift return | Other,Return/Exchange,Retail & Merchandise,RM_RET_005,Why is product being returned,Yes,No
Product Condition,Dropdown,Unused with tags | Unused without tags | Gently used | Heavily used | Damaged,Return/Exchange,Retail & Merchandise,RM_RET_006,State of product,Yes,No
Client Request Type,Radio Button,Refund | Exchange | Store credit,Return/Exchange,Retail & Merchandise,RM_RET_007,What does client want,Yes,No
Policy Issue,Multi-select Checkbox,Outside return window | No receipt | Item used | Final sale item | Policy not clearly communicated | Policy too restrictive | Other,Return/Exchange,Retail & Merchandise,RM_RET_008,What's preventing return/exchange,No,No
Days Since Purchase,Number,Auto-calculated or manual entry,Return/Exchange,Retail & Merchandise,RM_RET_009,How long ago was purchase,Yes,No
Exception Requested,Radio Button,Yes / No,Return/Exchange,Retail & Merchandise,RM_RET_010,Is client asking to override policy,Yes,No
Manager Approval,Radio Button,Approved / Denied / Pending,Return/Exchange,Retail & Merchandise,RM_RET_011,Has manager authorized exception,No,No
Resolution Provided,Long Text,What was offered/completed,Return/Exchange,Retail & Merchandise,RM_RET_012,How was this resolved,No,No
Staff Member Name,Dropdown,All associates,Staff Knowledge,Retail & Merchandise,RM_STF_001,Which staff member lacked knowledge,No,No
Knowledge Gap Type,Multi-select Checkbox,Product features | Sizing information | Pricing/promotions | Product availability | Return/exchange policy | Product care instructions | Wrong information given | Unable to answer questions | Other,Staff Knowledge,Retail & Merchandise,RM_STF_002,What information was missing,Yes,No
Product/Topic,Text,What product or topic,Staff Knowledge,Retail & Merchandise,RM_STF_003,What was the question about,Yes,No
Client Experience Impact,Dropdown,Minor inconvenience | Delayed purchase | Wrong purchase made | Client frustrated | Lost sale | Other,Staff Knowledge,Retail & Merchandise,RM_STF_004,How did this affect client,Yes,No
Incorrect Information Given,Long Text,What wrong info was provided,Staff Knowledge,Retail & Merchandise,RM_STF_005,Details of misinformation,No,No
Correct Information,Long Text,What should have been communicated,Staff Knowledge,Retail & Merchandise,RM_STF_006,What was the correct answer,No,No
Training Need Identified,Long Text,What training would help,Staff Knowledge,Retail & Merchandise,RM_STF_007,What does staff need to learn,Yes,No
Issue Corrected,Radio Button,Yes / No,Staff Knowledge,Retail & Merchandise,RM_STF_008,Was client given correct info later,Yes,No
Workshop Name,Text,Name of workshop,Workshop Quality,Special Programs,SP_WRK_001,Which workshop had issues,Yes,No
Workshop Date,Date,Date of workshop,Workshop Quality,Special Programs,SP_WRK_002,When was workshop held,Yes,No
Instructor Name,Dropdown,"All trainers + ""External instructor""",Workshop Quality,Special Programs,SP_WRK_003,Who led the workshop,Yes,No
Quality Issue,Multi-select Checkbox,Poor instruction quality | Disorganized/poorly structured | Overcrowded | Not worth the fee | Content not as advertised | Too basic/advanced | Insufficient time | Poor venue setup | Other,Workshop Quality,Special Programs,SP_WRK_004,What was problematic,Yes,No
Number of Participants,Number,How many attended,Workshop Quality,Special Programs,SP_WRK_005,Workshop attendance,No,No
Workshop Fee,Number,Cost per person,Workshop Quality,Special Programs,SP_WRK_006,Price charged,No,No
Client Feedback Summary,Long Text,Summary of participant feedback,Workshop Quality,Special Programs,SP_WRK_007,What did attendees say,Yes,No
Number of Complaints,Number,How many people complained,Workshop Quality,Special Programs,SP_WRK_008,Volume of negative feedback,Yes,No
Refund Requested,Radio Button,Yes / No,Workshop Quality,Special Programs,SP_WRK_009,Did anyone ask for money back,Yes,No
Number Requesting Refund,Number,How many want refunds,Workshop Quality,Special Programs,SP_WRK_010,Volume of refund requests,No,No
Specific Incident Description,Long Text,Detailed account of issues,Workshop Quality,Special Programs,SP_WRK_011,Full description of problems,Yes,No
Issue Type,Multi-select Checkbox,Instructor unavailability | Last-minute cancellation | Scheduling conflicts | Pricing disputes | Session quality issues | Instructor unprepared | Not customized to client needs | Other,Private Sessions,Special Programs,SP_PRV_001,What private session issue occurred,Yes,No
Trainer Name,Dropdown,All trainers,Private Sessions,Special Programs,SP_PRV_002,Which trainer was involved,Yes,No
Session Date/Time,DateTime,Scheduled or occurred session time,Private Sessions,Special Programs,SP_PRV_003,When was session scheduled/held,Yes,No
Client Name,Text,Client who booked session,Private Sessions,Special Programs,SP_PRV_004,Who booked the private,Yes,No
Session Type,Dropdown,Single private | Semi-private (2 clients) | Small group private | Package series | Other,Private Sessions,Special Programs,SP_PRV_005,Type of private session,Yes,No
Cancellation Notice,Dropdown,No notice | Less than 24hrs | 24-48hrs | More than 48hrs | N/A,Private Sessions,Special Programs,SP_PRV_006,How much notice was given,No,No
Who Cancelled,Radio Button,Client | Trainer | Studio | N/A,Private Sessions,Special Programs,SP_PRV_007,Who initiated cancellation,No,No
Cancellation Reason,Long Text,Explanation for cancellation,Private Sessions,Special Programs,SP_PRV_008,Why was session cancelled,No,No
Session Price,Number,Cost of session,Private Sessions,Special Programs,SP_PRV_009,What was charged,No,No
Refund/Credit Issued,Radio Button,Full refund | Partial refund | Credit issued | No compensation | N/A,Private Sessions,Special Programs,SP_PRV_010,How was client compensated,No,No
Detailed Incident Description,Long Text,Full account of issue,Private Sessions,Special Programs,SP_PRV_011,Complete description,Yes,No
Rescheduling Attempted,Radio Button,Yes / No / N/A,Private Sessions,Special Programs,SP_PRV_012,Was rescheduling offered,No,No
Client Satisfaction,Dropdown,Satisfied with resolution | Partially satisfied | Unsatisfied | Very upset | Other,Private Sessions,Special Programs,SP_PRV_013,Client's satisfaction level,Yes,No
Company Name,Text,Corporate client name,Corporate Programs,Special Programs,SP_CRP_001,Which company is this for,Yes,No
Program Type,Dropdown,Ongoing weekly classes | One-time workshop | Wellness challenge | Series package | Event | Other,Corporate Programs,Special Programs,SP_CRP_002,Type of corporate program,Yes,No
Issue Type,Multi-select Checkbox,Poor coordination | Communication gaps | Unsuitable timing | Wrong location | Lack of customization | Pricing disputes | Low attendance | Content not appropriate | Other,Corporate Programs,Special Programs,SP_CRP_003,What went wrong,Yes,No
Program Date(s),Text,Date or date range,Corporate Programs,Special Programs,SP_CRP_004,When did program occur,Yes,No
Trainer Name,Dropdown,All trainers,Corporate Programs,Special Programs,SP_CRP_005,Which trainer was involved,No,No
Number of Participants Expected,Number,Projected attendance,Corporate Programs,Special Programs,SP_CRP_006,Expected participant count,No,No
Actual Participation,Number,Actual attendance,Corporate Programs,Special Programs,SP_CRP_007,How many actually attended,No,No
Corporate Contact Name,Text,Company point person,Corporate Programs,Special Programs,SP_CRP_008,Who is company contact,No,No
Corporate Contact Email,Email,Email address,Corporate Programs,Special Programs,SP_CRP_009,Contact email,No,No
Detailed Issue Description,Long Text,Full account of problems,Corporate Programs,Special Programs,SP_CRP_010,Complete description,Yes,No
Company Feedback,Long Text,What company representative said,Corporate Programs,Special Programs,SP_CRP_011,Corporate client's feedback,No,No
Contract at Risk,Radio Button,Yes / No / Unknown,Corporate Programs,Special Programs,SP_CRP_012,Is relationship in jeopardy,Yes,No
Program Type,Multi-select Checkbox,Prenatal | Postnatal | Seniors | Injury recovery/rehabilitation | Adaptive fitness | Other special needs,Special Needs Programs,Special Programs,SP_SPC_001,Which special needs program,Yes,No
Issue Type,Multi-select Checkbox,Program not offered | Limited availability | Inadequate modifications | Instructor not trained | Unsafe practices | Not accommodating enough | Lack of specialized equipment | Other,Special Needs Programs,Special Programs,SP_SPC_002,What is the issue,Yes,No
Trainer Name,Dropdown,All trainers,Special Needs Programs,Special Programs,SP_SPC_003,Trainer involved,No,No
Client Specific Need,Long Text,What accommodation is needed,Special Needs Programs,Special Programs,SP_SPC_004,Client's specific requirements,Yes,No
Modification Requested,Long Text,What modification was needed,Special Needs Programs,Special Programs,SP_SPC_005,What did client ask for,No,No
Modification Provided,Radio Button,Yes - adequate | Yes - inadequate | No | N/A,Special Needs Programs,Special Programs,SP_SPC_006,Was modification offered,No,No
Trainer Certification/Training,Radio Button,Trainer is certified | Trainer not certified | Unknown,Special Needs Programs,Special Programs,SP_SPC_007,Does trainer have relevant training,No,No
Safety Concern,Radio Button,Yes / No,Special Needs Programs,Special Programs,SP_SPC_008,Was there a safety issue,Yes,No
Safety Concern Details,Long Text,Description of safety issue,Special Needs Programs,Special Programs,SP_SPC_009,What was unsafe,No,No
Detailed Incident Description,Long Text,Full account of issue,Special Needs Programs,Special Programs,SP_SPC_010,Complete description,Yes,No
Program Demand Assessment,Dropdown,Single request | Occasional requests | Frequent requests | High demand | Unknown,Special Needs Programs,Special Programs,SP_SPC_011,How often is this requested,Yes,No
Challenge/Competition Name,Text,Name of event,Challenges & Competitions,Special Programs,SP_CHL_001,Which challenge had issues,Yes,No
Challenge Date Range,Text,Start and end dates,Challenges & Competitions,Special Programs,SP_CHL_002,When did challenge run,Yes,No
Issue Type,Multi-select Checkbox,Poor organization | Unfair rules | Rules not clear | Tracking issues | Communication problems | Prizes not delivered | Wrong winners announced | Lack of engagement | Other,Challenges & Competitions,Special Programs,SP_CHL_003,What went wrong,Yes,No
Number of Participants,Number,How many joined,Challenges & Competitions,Special Programs,SP_CHL_004,Total participants,No,No
Specific Incident Description,Long Text,Detailed account of issue,Challenges & Competitions,Special Programs,SP_CHL_005,Full description of problems,Yes,No
Participant Complaints,Number,How many complained,Challenges & Competitions,Special Programs,SP_CHL_006,Volume of complaints,No,No
Prize/Reward Issue,Radio Button,Yes / No / N/A,Challenges & Competitions,Special Programs,SP_CHL_007,Was there a prize problem,Yes,No
Prize Details,Long Text,What prize was promised/not delivered,Challenges & Competitions,Special Programs,SP_CHL_008,Prize specifics,No,No
Rules Clarity,Dropdown,Very clear | Somewhat clear | Unclear | Contradictory | Changed mid-challenge,Challenges & Competitions,Special Programs,SP_CHL_009,How clear were rules,No,No
Staff Member Responsible,Text,Who organized/managed,Challenges & Competitions,Special Programs,SP_CHL_010,Who was in charge,No,No
Resolution Required,Long Text,What needs to be done,Challenges & Competitions,Special Programs,SP_CHL_011,How to fix this,Yes,No
Noise Source,Multi-select Checkbox,Other studio classes | External construction | Street noise | Building maintenance | HVAC system | Music too loud | Equipment noise | Other studio/business in building | Other,Noise Disturbance,Miscellaneous,MS_NOI_001,Where is noise coming from,Yes,No
Noise Level Impact,Dropdown,Minor distraction | Moderate disruption | Unable to hear instructor | Class had to pause | Class cancelled,Noise Disturbance,Miscellaneous,MS_NOI_002,Severity of disruption,Yes,No
Time of Occurrence,Text,"e.g., ""10 AM class"" or ""All day""",Noise Disturbance,Miscellaneous,MS_NOI_003,When does noise occur,Yes,No
Frequency,Dropdown,One-time | Occasional | Daily | Ongoing issue,Noise Disturbance,Miscellaneous,MS_NOI_004,How often does this happen,Yes,No
Class Affected,Dropdown,All class types,Noise Disturbance,Miscellaneous,MS_NOI_005,Which class was disrupted,No,No
Trainer Name,Dropdown,All trainers,Noise Disturbance,Miscellaneous,MS_NOI_006,Trainer who reported/experienced,No,No
Client Complaints,Radio Button,Yes / No,Noise Disturbance,Miscellaneous,MS_NOI_007,Did clients complain,Yes,No
Number of Complaints,Number,How many clients complained,Noise Disturbance,Miscellaneous,MS_NOI_008,Volume of complaints,No,No
Immediate Action Taken,Long Text,What was done at the time,Noise Disturbance,Miscellaneous,MS_NOI_009,Steps taken immediately,No,No
Building Management Notified,Radio Button,Yes / No / N/A,Noise Disturbance,Miscellaneous,MS_NOI_010,Was landlord/building informed,No,No
Policy Type,Dropdown,Cancellation policy | Booking policy | Pricing | Membership terms | Class packages | Retail | Studio rules | Other,Policy Changes,Miscellaneous,MS_POL_001,Which policy changed,Yes,No
Policy Change Description,Long Text,What changed,Policy Changes,Miscellaneous,MS_POL_002,Details of new policy,Yes,No
Effective Date,Date,When did policy take effect,Policy Changes,Miscellaneous,MS_POL_003,Implementation date,Yes,No
Communication Issue,Multi-select Checkbox,Not communicated at all | Communicated too late | Insufficient notice | Unclear communication | Only communicated to some clients | Staff not informed | Other,Policy Changes,Miscellaneous,MS_POL_004,What was the communication problem,Yes,No
Client Impact,Multi-select Checkbox,Financial impact | Scheduling disruption | Confusion | Frustration | Changed plans based on old policy | Client considering leaving | Other,Policy Changes,Miscellaneous,MS_POL_005,How did this affect clients,Yes,No
Number of Clients Affected,Dropdown,Single client | Few clients (2-5) | Multiple clients (6-10) | Many clients (10+) | All clients,Policy Changes,Miscellaneous,MS_POL_006,How many were impacted,Yes,No
Client Feedback Summary,Long Text,What clients are saying,Policy Changes,Miscellaneous,MS_POL_007,Summary of client reactions,Yes,No
Policy Fairness Concern,Radio Button,Yes / No,Policy Changes,Miscellaneous,MS_POL_008,Is policy itself unfair,Yes,No
Fairness Concern Details,Long Text,Why policy seems unfair,Policy Changes,Miscellaneous,MS_POL_009,Explanation of fairness issue,No,No
Exception Requests,Number,How many asking for exceptions,Policy Changes,Miscellaneous,MS_POL_010,Volume of exception requests,No,No
Guest Name,Text,Name of non-member,Guest Experience,Miscellaneous,MS_GST_001,Who was the guest,Yes,No
Guest Type,Dropdown,Hosted class guest | Trial/newcomer | Drop-in | Brought by member | Corporate/event guest | Other,Guest Experience,Miscellaneous,MS_GST_002,Type of guest,Yes,No
Hosting Member,Text,Name of member who brought guest,Guest Experience,Miscellaneous,MS_GST_003,Which member hosted (if applicable),No,No
Issue Type,Multi-select Checkbox,Unwelcoming treatment | Complicated check-in process | Unclear policies | Different pricing than expected | Not given proper orientation | Felt rushed | Felt judged | Other,Guest Experience,Miscellaneous,MS_GST_004,What was problematic,Yes,No
Staff Member Involved,Dropdown,All associates,Guest Experience,Miscellaneous,MS_GST_005,Who interacted with guest,No,No
Trainer Name,Dropdown,All trainers,Guest Experience,Miscellaneous,MS_GST_006,Which trainer led class,No,No
Guest Feedback,Long Text,What guest said,Guest Experience,Miscellaneous,MS_GST_007,Guest's comments,Yes,No
Likelihood to Return,Dropdown,Will definitely return | Might return | Unlikely to return | Definitely not returning | Unknown,Guest Experience,Miscellaneous,MS_GST_008,Will they come back,No,No
Likelihood to Purchase Membership,Dropdown,Interested | Considering | Not interested | Already purchased | Unknown,Guest Experience,Miscellaneous,MS_GST_009,Conversion likelihood,No,No
Detailed Incident Description,Long Text,Full account of experience,Guest Experience,Miscellaneous,MS_GST_010,Complete description,Yes,No
Issue Type,Radio Button,Item lost | Item found | Item claimed | System issue,Lost & Found,Miscellaneous,MS_LST_001,Type of lost & found issue,Yes,No
Item Description,Long Text,Detailed description of item,Lost & Found,Miscellaneous,MS_LST_002,What is the item,Yes,No
Item Category,Dropdown,Clothing | Jewelry | Phone/electronics | Keys | Wallet/purse | Water bottle | Workout equipment | Other,Lost & Found,Miscellaneous,MS_LST_003,Type of item,Yes,No
Date Lost/Found,Date,When item was lost or found,Lost & Found,Miscellaneous,MS_LST_004,Date of loss/discovery,Yes,No
Location in Studio,Text,Where item was lost/found,Lost & Found,Miscellaneous,MS_LST_005,Specific location,No,No
Client Name,Text,Person who lost item,Lost & Found,Miscellaneous,MS_LST_006,Owner of item,No,No
Client Contact,Text,Phone or email,Lost & Found,Miscellaneous,MS_LST_007,How to reach client,No,No
Lost & Found System Issue,Multi-select Checkbox,No system in place | Items not logged | Items misplaced | No notification sent | Unable to find logged item | Items donated too quickly | Other,Lost & Found,Miscellaneous,MS_LST_008,What system problem exists,No,No
Item Value,Dropdown,Low value (<₹1000) | Medium value (₹1000-5000) | High value (>₹5000),Lost & Found,Miscellaneous,MS_LST_009,Approximate value,No,No
Action Taken,Long Text,What was done,Lost & Found,Miscellaneous,MS_LST_010,Steps taken to resolve,Yes,No
